title,price,rating,colors,size,gender,timestamp
T-shirt 770,1655040.0,3.5,3,XXL,Women,2025-12-20T21:21:26.171922
Pants 772,8748160.0,3.4,3,M,Men,2025-12-20T21:21:26.172079
Outerwear 773,3393600.0,3.2,3,L,Women,2025-12-20T21:21:26.172152
Jacket 774,1485760.0,4.1,3,XL,Unisex,2025-12-20T21:21:26.172221
Crewneck 775,8189440.0,3.1,3,XXL,Men,2025-12-20T21:21:26.172290
T-shirt 776,5333120.0,3.7,3,S,Women,2025-12-20T21:21:26.172361
Hoodie 777,6104800.0,3.4,3,M,Unisex,2025-12-20T21:21:26.172431
Pants 778,6034720.0,4.2,3,L,Men,2025-12-20T21:21:26.172500
Outerwear 779,5816480.0,3.2,3,XL,Women,2025-12-20T21:21:26.172570
Jacket 780,2767520.0,3.4,3,XXL,Unisex,2025-12-20T21:21:26.172640
T-shirt 782,4117439.9999999995,4.5,3,M,Women,2025-12-20T21:21:26.404865
Hoodie 783,2510720.0,3.0,3,L,Unisex,2025-12-20T21:21:26.404951
Pants 784,5341280.0,3.0,3,XL,Men,2025-12-20T21:21:26.405032
Outerwear 785,6444480.0,4.3,3,XXL,Women,2025-12-20T21:21:26.405116
Jacket 786,6749280.0,5.0,3,S,Unisex,2025-12-20T21:21:26.405197
Crewneck 787,4593600.0,4.7,3,M,Men,2025-12-20T21:21:26.405277
T-shirt 788,3041120.0,4.7,3,L,Women,2025-12-20T21:21:26.405358
Hoodie 789,2153280.0,4.0,3,XL,Unisex,2025-12-20T21:21:26.405438
Pants 790,1708320.0,3.2,3,XXL,Men,2025-12-20T21:21:26.405518
Jacket 792,4068960.0,3.8,3,M,Unisex,2025-12-20T21:21:26.405678
Crewneck 793,8650080.0,4.0,3,L,Men,2025-12-20T21:21:26.405762
T-shirt 794,5983040.0,4.0,3,XL,Women,2025-12-20T21:21:26.405844
Hoodie 795,4209600.0,3.9,3,XXL,Unisex,2025-12-20T21:21:26.405925
Outerwear 797,2771360.0,4.9,3,M,Women,2025-12-20T21:21:26.406092
Jacket 798,4391040.0,3.4,3,L,Unisex,2025-12-20T21:21:26.406187
Crewneck 799,4048800.0,4.2,3,XL,Men,2025-12-20T21:21:26.406274
T-shirt 800,7433280.0,4.6,3,XXL,Women,2025-12-20T21:21:26.406375
Pants 802,5710240.0,4.4,3,M,Men,2025-12-20T21:21:26.536313
Outerwear 803,1875360.0,4.3,3,L,Women,2025-12-20T21:21:26.536397
Jacket 804,4459040.0,3.9,3,XL,Unisex,2025-12-20T21:21:26.536477
Crewneck 805,3266720.0,4.8,3,XXL,Men,2025-12-20T21:21:26.536560
T-shirt 806,7310560.0,3.0,3,S,Women,2025-12-20T21:21:26.536649
Hoodie 807,5016000.0,4.7,3,M,Unisex,2025-12-20T21:21:26.536728
Pants 808,8717760.0,3.2,3,L,Men,2025-12-20T21:21:26.536806
Outerwear 809,7162560.0,3.7,3,XL,Women,2025-12-20T21:21:26.536894
Jacket 810,3796640.0,4.8,3,XXL,Unisex,2025-12-20T21:21:26.536975
T-shirt 812,6406080.0,4.2,3,M,Women,2025-12-20T21:21:26.537135
Hoodie 813,4872800.0,5.0,3,L,Unisex,2025-12-20T21:21:26.537213
Pants 814,1110080.0,4.7,3,XL,Men,2025-12-20T21:21:26.537291
Outerwear 815,5985440.0,4.8,3,XXL,Women,2025-12-20T21:21:26.537373
Jacket 816,1649120.0,4.5,3,S,Unisex,2025-12-20T21:21:26.537460
Crewneck 817,8744160.0,4.4,3,M,Men,2025-12-20T21:21:26.537551
T-shirt 818,5160320.0,3.8,3,L,Women,2025-12-20T21:21:26.537630
Hoodie 819,4742400.0,4.7,3,XL,Unisex,2025-12-20T21:21:26.537717
Pants 820,6030720.0,3.4,3,XXL,Men,2025-12-20T21:21:26.537797
Jacket 822,838240.0,4.2,3,M,Unisex,2025-12-20T21:21:26.674638
Crewneck 823,6103520.0,4.7,3,L,Men,2025-12-20T21:21:26.674719
T-shirt 824,3301440.0,4.1,3,XL,Women,2025-12-20T21:21:26.674801
Hoodie 825,1058400.0,3.8,3,XXL,Unisex,2025-12-20T21:21:26.674880
Outerwear 827,7091040.0,4.8,3,M,Women,2025-12-20T21:21:26.675047
Jacket 828,2324000.0,4.6,3,L,Unisex,2025-12-20T21:21:26.675125
Crewneck 829,4630400.0,4.4,3,XL,Men,2025-12-20T21:21:26.675204
T-shirt 830,4496480.0,3.0,3,XXL,Women,2025-12-20T21:21:26.675285
Pants 832,3955360.0,4.6,3,M,Men,2025-12-20T21:21:26.675452
Outerwear 833,7101280.0,3.0,3,L,Women,2025-12-20T21:21:26.675537
Jacket 834,7223680.0,3.1,3,XL,Unisex,2025-12-20T21:21:26.675624
Crewneck 835,7143360.0,3.9,3,XXL,Men,2025-12-20T21:21:26.675701
T-shirt 836,6065440.0,4.1,3,S,Women,2025-12-20T21:21:26.675778
Hoodie 837,5532640.0,5.0,3,M,Unisex,2025-12-20T21:21:26.675857
Pants 838,2848800.0,3.1,3,L,Men,2025-12-20T21:21:26.675937
Outerwear 839,4208320.0,3.9,3,XL,Women,2025-12-20T21:21:26.676016
Jacket 840,8164640.0,3.6,3,XXL,Unisex,2025-12-20T21:21:26.676094
T-shirt 842,2859040.0,3.3,3,M,Women,2025-12-20T21:21:26.835069
Hoodie 843,2997120.0,3.6,3,L,Unisex,2025-12-20T21:21:26.835151
Pants 844,7422880.0,3.9,3,XL,Men,2025-12-20T21:21:26.835230
Outerwear 845,2023200.0,3.2,3,XXL,Women,2025-12-20T21:21:26.835312
Jacket 846,7480480.0,3.6,3,S,Unisex,2025-12-20T21:21:26.835391
Crewneck 847,4789920.0,3.7,3,M,Men,2025-12-20T21:21:26.835470
T-shirt 848,6134240.0,4.1,3,L,Women,2025-12-20T21:21:26.835549
Hoodie 849,7816160.0,3.5,3,XL,Unisex,2025-12-20T21:21:26.835627
Pants 850,4144160.0,4.2,3,XXL,Men,2025-12-20T21:21:26.835712
Jacket 852,2777280.0,4.1,3,M,Unisex,2025-12-20T21:21:26.835871
Crewneck 853,2643840.0,3.4,3,L,Men,2025-12-20T21:21:26.835950
T-shirt 854,1600000.0,4.5,3,XL,Women,2025-12-20T21:21:26.836029
Hoodie 855,3249760.0,5.0,3,XXL,Unisex,2025-12-20T21:21:26.836111
Outerwear 857,4532800.0,3.0,3,M,Women,2025-12-20T21:21:26.836255
Jacket 858,3748640.0,3.7,3,L,Unisex,2025-12-20T21:21:26.836324
Crewneck 859,6418560.0,3.0,3,XL,Men,2025-12-20T21:21:26.836394
T-shirt 860,2419360.0,4.7,3,XXL,Women,2025-12-20T21:21:26.836463
Pants 862,4131359.9999999995,3.3,3,M,Men,2025-12-20T21:21:26.970824
Outerwear 863,1071360.0,4.0,3,L,Women,2025-12-20T21:21:26.970913
Jacket 864,2168000.0,4.5,3,XL,Unisex,2025-12-20T21:21:26.970999
Crewneck 865,6805120.0,3.9,3,XXL,Men,2025-12-20T21:21:26.971088
T-shirt 866,2399040.0,3.2,3,S,Women,2025-12-20T21:21:26.971174
Hoodie 867,1303840.0,3.3,3,M,Unisex,2025-12-20T21:21:26.971259
Pants 868,7473760.0,4.6,3,L,Men,2025-12-20T21:21:26.971346
Outerwear 869,6040320.0,4.5,3,XL,Women,2025-12-20T21:21:26.971431
Jacket 870,6395040.0,3.5,3,XXL,Unisex,2025-12-20T21:21:26.971515
T-shirt 872,1343680.0,4.3,3,M,Women,2025-12-20T21:21:26.971682
Hoodie 873,8321600.0,4.8,3,L,Unisex,2025-12-20T21:21:26.971768
Pants 874,2755200.0,4.4,3,XL,Men,2025-12-20T21:21:26.971851
Outerwear 875,2506720.0,4.6,3,XXL,Women,2025-12-20T21:21:26.971941
Jacket 876,3225760.0,4.6,3,S,Unisex,2025-12-20T21:21:26.972027
Crewneck 877,4552640.0,4.6,3,M,Men,2025-12-20T21:21:26.972112
T-shirt 878,4809760.0,4.7,3,L,Women,2025-12-20T21:21:26.972198
Hoodie 879,1026880.0000000001,3.1,3,XL,Unisex,2025-12-20T21:21:26.972281
Pants 880,6497760.0,4.3,3,XXL,Men,2025-12-20T21:21:26.972365
Jacket 882,6420960.0,3.3,3,M,Unisex,2025-12-20T21:21:27.158339
Crewneck 883,5901120.0,3.6,3,L,Men,2025-12-20T21:21:27.158420
T-shirt 884,7414720.0,4.3,3,XL,Women,2025-12-20T21:21:27.158503
Hoodie 885,4760640.0,3.4,3,XXL,Unisex,2025-12-20T21:21:27.158582
Outerwear 887,7806400.0,3.8,3,M,Women,2025-12-20T21:21:27.158742
Jacket 888,7869280.0,4.2,3,L,Unisex,2025-12-20T21:21:27.158822
Crewneck 889,6333920.0,4.6,3,XL,Men,2025-12-20T21:21:27.158910
T-shirt 890,6439040.0,4.7,3,XXL,Women,2025-12-20T21:21:27.158992
Pants 892,8515360.0,4.4,3,M,Men,2025-12-20T21:21:27.159155
Outerwear 893,2673600.0,3.2,3,L,Women,2025-12-20T21:21:27.159235
Jacket 894,2946560.0,4.8,3,XL,Unisex,2025-12-20T21:21:27.159322
Crewneck 895,1126720.0,4.3,3,XXL,Men,2025-12-20T21:21:27.159401
T-shirt 896,7873760.0,4.9,3,S,Women,2025-12-20T21:21:27.159479
Hoodie 897,6077920.0,3.1,3,M,Unisex,2025-12-20T21:21:27.159559
Pants 898,8408640.0,4.1,3,L,Men,2025-12-20T21:21:27.159648
Outerwear 899,6192960.0,4.8,3,XL,Women,2025-12-20T21:21:27.159733
Jacket 900,7214240.0,3.3,3,XXL,Unisex,2025-12-20T21:21:27.159812
T-shirt 902,3164000.0,3.6,3,M,Women,2025-12-20T21:21:27.303427
Hoodie 903,2617920.0,4.1,3,L,Unisex,2025-12-20T21:21:27.303510
Pants 904,3356320.0,3.9,3,XL,Men,2025-12-20T21:21:27.303611
Outerwear 905,5027840.0,4.9,3,XXL,Women,2025-12-20T21:21:27.303687
Jacket 906,4301760.0,3.9,3,S,Unisex,2025-12-20T21:21:27.303759
Crewneck 907,8732640.0,4.9,3,M,Men,2025-12-20T21:21:27.303835
T-shirt 908,7954880.0,4.2,3,L,Women,2025-12-20T21:21:27.303907
Hoodie 909,8383840.0,3.6,3,XL,Unisex,2025-12-20T21:21:27.303991
Pants 910,2395200.0,4.7,3,XXL,Men,2025-12-20T21:21:27.304063
Jacket 912,7853280.0,4.9,3,M,Unisex,2025-12-20T21:21:27.304205
Crewneck 913,3222240.0,3.5,3,L,Men,2025-12-20T21:21:27.304276
T-shirt 914,5799200.0,4.6,3,XL,Women,2025-12-20T21:21:27.304348
Hoodie 915,2649120.0,4.2,3,XXL,Unisex,2025-12-20T21:21:27.304420
Outerwear 917,6061600.0,4.0,3,M,Women,2025-12-20T21:21:27.304570
Jacket 918,5380800.0,3.3,3,L,Unisex,2025-12-20T21:21:27.304643
Crewneck 919,8364000.0,4.7,3,XL,Men,2025-12-20T21:21:27.304717
T-shirt 920,3706080.0,3.2,3,XXL,Women,2025-12-20T21:21:27.304791
Pants 922,1210880.0,4.4,3,M,Men,2025-12-20T21:21:27.536864
Outerwear 923,2435840.0,3.7,3,L,Women,2025-12-20T21:21:27.536937
Jacket 924,3764320.0,3.8,3,XL,Unisex,2025-12-20T21:21:27.537009
Crewneck 925,7900800.0,4.5,3,XXL,Men,2025-12-20T21:21:27.537080
T-shirt 926,1911040.0,4.6,3,S,Women,2025-12-20T21:21:27.537152
Hoodie 927,7706400.0,3.5,3,M,Unisex,2025-12-20T21:21:27.537226
Pants 928,3911680.0,3.4,3,L,Men,2025-12-20T21:21:27.537294
Outerwear 929,1253440.0,3.3,3,XL,Women,2025-12-20T21:21:27.537363
Jacket 930,1741120.0,4.9,3,XXL,Unisex,2025-12-20T21:21:27.537434
T-shirt 932,5937600.0,4.2,3,M,Women,2025-12-20T21:21:27.537572
Hoodie 933,4960800.0,3.4,3,L,Unisex,2025-12-20T21:21:27.537641
Pants 934,2248160.0,3.6,3,XL,Men,2025-12-20T21:21:27.537716
Outerwear 935,6048000.0,4.1,3,XXL,Women,2025-12-20T21:21:27.537786
Jacket 936,6165440.0,3.1,3,S,Unisex,2025-12-20T21:21:27.537984
Crewneck 937,2475360.0,4.1,3,M,Men,2025-12-20T21:21:27.538086
T-shirt 938,4058400.0,3.6,3,L,Women,2025-12-20T21:21:27.538175
Hoodie 939,4466080.0,4.8,3,XL,Unisex,2025-12-20T21:21:27.538268
Pants 940,5776000.0,3.7,3,XXL,Men,2025-12-20T21:21:27.538354
Jacket 942,7972960.0,3.0,3,M,Unisex,2025-12-20T21:21:27.712179
Crewneck 943,4571040.0,4.4,3,L,Men,2025-12-20T21:21:27.712264
T-shirt 944,1578240.0,4.6,3,XL,Women,2025-12-20T21:21:27.712344
Hoodie 945,2107680.0,4.2,3,XXL,Unisex,2025-12-20T21:21:27.712424
Outerwear 947,7079680.0,4.6,3,M,Women,2025-12-20T21:21:27.712586
Jacket 948,4600480.0,3.9,3,L,Unisex,2025-12-20T21:21:27.712664
Crewneck 949,1844320.0,4.4,3,XL,Men,2025-12-20T21:21:27.712742
T-shirt 950,7691680.0,4.9,3,XXL,Women,2025-12-20T21:21:27.712822
Pants 952,7155040.0,3.7,3,M,Men,2025-12-20T21:21:27.712981
Outerwear 953,8423200.0,3.8,3,L,Women,2025-12-20T21:21:27.713060
Jacket 954,3878720.0,4.1,3,XL,Unisex,2025-12-20T21:21:27.713140
Crewneck 955,7006560.0,4.7,3,XXL,Men,2025-12-20T21:21:27.713218
T-shirt 956,4457600.0,3.1,3,S,Women,2025-12-20T21:21:27.713296
Hoodie 957,4024320.0,4.4,3,M,Unisex,2025-12-20T21:21:27.713375
Pants 958,3946240.0,4.8,3,L,Men,2025-12-20T21:21:27.713454
Outerwear 959,6828480.0,4.6,3,XL,Women,2025-12-20T21:21:27.713533
Jacket 960,5840160.0,4.5,3,XXL,Unisex,2025-12-20T21:21:27.713610
T-shirt 962,2887840.0,4.1,3,M,Women,2025-12-20T21:21:27.873659
Hoodie 963,7916160.0,4.6,3,L,Unisex,2025-12-20T21:21:27.873736
Pants 964,3885280.0,3.3,3,XL,Men,2025-12-20T21:21:27.873808
Outerwear 965,3107200.0,4.5,3,XXL,Women,2025-12-20T21:21:27.873879
Jacket 966,8499520.0,4.9,3,S,Unisex,2025-12-20T21:21:27.873949
Crewneck 967,1744000.0,3.5,3,M,Men,2025-12-20T21:21:27.874021
T-shirt 968,4045120.0,4.4,3,L,Women,2025-12-20T21:21:27.874091
Hoodie 969,4231840.0,3.8,3,XL,Unisex,2025-12-20T21:21:27.874169
Pants 970,952960.0,4.6,3,XXL,Men,2025-12-20T21:21:27.874240
Jacket 972,7272000.0,4.4,3,M,Unisex,2025-12-20T21:21:27.874383
Crewneck 973,7134400.0,3.9,3,L,Men,2025-12-20T21:21:27.874454
T-shirt 974,4769280.0,3.0,3,XL,Women,2025-12-20T21:21:27.874528
Hoodie 975,4816000.0,3.6,3,XXL,Unisex,2025-12-20T21:21:27.874598
Outerwear 977,3356000.0,3.6,3,M,Women,2025-12-20T21:21:27.874742
Jacket 978,3918240.0,3.6,3,L,Unisex,2025-12-20T21:21:27.874813
Crewneck 979,4848480.0,3.4,3,XL,Men,2025-12-20T21:21:27.874884
T-shirt 980,6544000.0,3.1,3,XXL,Women,2025-12-20T21:21:27.874955
Pants 982,7281760.0,4.9,3,M,Men,2025-12-20T21:21:28.028472
Outerwear 983,5762560.0,3.2,3,L,Women,2025-12-20T21:21:28.028553
Jacket 984,7349440.0,3.8,3,XL,Unisex,2025-12-20T21:21:28.028632
Crewneck 985,6236000.0,4.3,3,XXL,Men,2025-12-20T21:21:28.028711
T-shirt 986,6713760.0,4.5,3,S,Women,2025-12-20T21:21:28.028789
Hoodie 987,4008000.0,4.7,3,M,Unisex,2025-12-20T21:21:28.028867
Pants 988,2054239.9999999998,3.5,3,L,Men,2025-12-20T21:21:28.028947
Outerwear 989,6869440.0,4.2,3,XL,Women,2025-12-20T21:21:28.029025
Jacket 990,3327360.0,4.2,3,XXL,Unisex,2025-12-20T21:21:28.029104
T-shirt 992,4840480.0,4.9,3,M,Women,2025-12-20T21:21:28.029283
Hoodie 993,6361920.0,3.4,3,L,Unisex,2025-12-20T21:21:28.029361
Pants 994,1693760.0,4.4,3,XL,Men,2025-12-20T21:21:28.029440
Outerwear 995,8046720.0,3.2,3,XXL,Women,2025-12-20T21:21:28.029520
Jacket 996,6942400.0,4.3,3,S,Unisex,2025-12-20T21:21:28.029598
Crewneck 997,5321280.0,3.9,3,M,Men,2025-12-20T21:21:28.029677
T-shirt 998,908000.0,4.2,3,L,Women,2025-12-20T21:21:28.029756
Hoodie 999,8534240.0,4.8,3,XL,Unisex,2025-12-20T21:21:28.029836
Pants 1000,2938240.0,4.7,3,XXL,Men,2025-12-20T21:21:28.029912
